RTCM0001,258881.1,238788.566,302.603
1,282613.522,232523.092,168.861
2,282613.393,232529.365,168.594
3,282613.404,232535.495,168.608
4,282613.419,232541.779,168.563
5,282613.199,232547.869,168.662
6,282612.852,232554.188,168.587
7,282613.152,232560.525,168.633
8,282613.202,232566.716,168.653
9,282613.303,232583.534,168.483
10,282613.343,232589.073,168.586
11,282612.921,232595.784,168.497
12,282612.868,232602.075,168.487
13,282613.265,232608.126,168.581
14,282613.161,232614.69,168.51
15,282613.312,232620.741,168.547
16,282612.945,232626.989,168.573
17,282613.325,232643.456,168.526
18,282613.029,232649.428,168.523
19,282613.333,232656.18,168.553
20,282613.253,232662.123,168.447
21,282613.282,232668.511,168.408
22,282613.18,232674.454,168.532
23,282612.686,232680.916,168.57
24,282612.919,232687.321,168.589
25,282613.343,232703.088,168.667
26,282613.425,232709.628,168.603
27,282613.453,232715.575,168.569
28,282613.198,232722.2,168.532
29,282613.08,232728.42,168.485
30,282613.123,232734.618,168.482
31,282613.633,232741.024,168.525
32,282613.623,232747.19,168.561
33,282520.952,232750.26,168.553
34,282508.551,232728.395,168.559
35,282493.972,232703.468,168.431
36,282484.691,232690.327,168.321
37,282472.154,232668.408,168.301
38,282457.261,232643.474,168.343
39,282448.191,232630.397,168.326
40,282435.665,232608.495,168.349
41,282421.018,232583.332,168.191
42,282411.93,232570.163,168.304
43,282399.398,232548.42,168.384
44,282384.912,232523.424,168.269
45,282279.872,232523.548,167.875
46,282267.003,232545.448,167.813
47,282252.322,232570.43,167.624
48,282247.28,232583.715,167.54
49,282234.333,232605.653,167.536
50,282219.932,232630.711,167.433
51,282201.77,232665.824,167.325
52,282187.357,232690.873,167.179
53,282178.584,232704.044,167.141
54,282164.24,232729.091,167.147
55,282151.207,232750.884,166.921
56,282050.009,232751.006,166.418
57,282049.731,232744.775,166.436
58,282049.756,232738.539,166.384
59,282049.677,232732.307,166.376
60,282049.698,232726.053,166.358
61,282049.621,232719.787,166.363
62,282049.677,232713.561,166.285
63,282049.598,232707.267,166.28
64,282049.701,232684.682,166.375
65,282049.569,232678.49,166.374
66,282049.577,232672.232,166.386
67,282049.504,232665.998,166.392
68,282049.59,232659.82,166.395
69,282049.525,232653.529,166.398
70,282049.568,232647.299,166.361
71,282049.515,232624.754,166.388
72,282049.452,232618.546,166.33
73,282049.381,232612.202,166.316
74,282049.427,232605.921,166.347
75,282049.464,232599.808,166.287
76,282049.53,232593.522,166.317
77,282049.401,232587.271,166.262
78,282049.387,232564.661,166.323
79,282049.438,232558.411,166.296
80,282049.342,232552.144,166.346
81,282049.332,232545.746,166.309
82,282049.323,232539.699,166.221
83,282049.34,232533.22,166.226
84,282051.481,232524.197,166.344
85,281975.319,232524.237,165.58
86,281962.439,232545.945,165.556
87,281947.811,232570.914,165.474
88,281939.153,232584.298,165.393
89,281926.197,232606.132,165.346
90,281911.771,232631.268,165.254
91,281906.639,232644.502,165.203
92,281893.675,232666.32,165.198
93,281879.229,232691.327,165.116
94,281870.465,232704.596,164.937
95,281857.542,232726.413,165.006
96,281843.125,232751.368,164.887
97,281737.941,232751.52,164.124
98,281725.593,232729.768,163.997
99,281711.01,232704.901,163.799
100,281701.58,232691.634,163.781
101,281689.165,232669.932,163.76
102,281674.729,232644.813,163.672
103,281665.257,232631.639,163.659
104,281652.722,232609.986,163.555
105,281638.305,232584.763,163.317
106,281628.853,232571.408,163.342
107,281616.436,232549.903,163.294
108,281601.914,232524.828,162.921
109,281536.608,232524.978,162.308
110,281536.47,232531.323,162.57
111,281536.7,232537.704,162.658
112,281536.738,232543.765,162.466
113,281536.751,232550.101,162.65
114,281536.768,232556.377,162.506
115,281538.406,232565.542,162.52
116,281538.216,232571.595,162.569
117,281540.449,232585.027,162.382
118,281540.426,232591.432,162.442
119,281544.112,232597.863,162.602
120,281543.9,232603.96,162.68
121,281544.014,232610.222,162.563
122,281547.678,232616.464,162.56
123,281547.742,232622.808,162.568
124,281547.66,232628.921,162.677
125,281551.281,232645.174,162.48
126,281555.183,232651.456,162.557
127,281555.258,232657.743,162.711
128,281555.207,232663.999,162.577
129,281558.656,232670.203,162.591
130,281558.665,232676.401,162.625
131,281562.349,232682.681,162.685
132,281562.385,232688.917,162.745
133,281567.204,232708.011,162.961
134,281568.068,232714.54,163.015
135,281571.108,232720.57,163.003
136,281571.166,232726.855,163.015
137,281571.823,232733.315,163.034
138,281574.858,232739.34,163.133
139,281574.847,232745.555,163.127
140,281575.369,232751.747,163.106
